,FECHA,TIPO GASTO,TC,TOTAL SAT
500,2021-04-01,PAQUETERIA,1.0,468.06
501,2021-04-01,COMISION BANCARIA,1.0,87.71
502,2021-04-01,SEGUROS,1.0,0.0
503,2021-04-01,PAPELERIA,1.0,2318.1
504,2021-04-01,ALIMENTOS,1.0,180.0
505,2021-04-01,MTTO TRANSPORTE,1.0,2552.0
506,2021-04-01,SUELDOS VENTAS,1.0,25213.19
507,2021-04-01,SUELDOS PRODUCCION,1.0,7608.22
508,2021-04-01,PAQUETERIA,1.0,4454.24
509,2021-04-01,COMISION BANCARIA,1.0,271.6
510,2021-04-01,VALES DESPENSA,1.0,69.6
511,2021-04-01,SUELDOS PRODUCCION,1.0,26986.04
512,2021-04-01,MENSAJERIA,1.0,0.0
513,2021-04-01,CAPACITACION,1.0,6349.2
514,2021-04-01,COMISION BANCARIA,1.0,246.84
515,2021-04-01,PAQUETERIA,1.0,0.0
516,2021-04-01,TELEFONO,1.0,0.0
517,2021-04-01,COMISION BANCARIA,1.0,0.0
518,2021-04-01,TELEFONO,1.0,2126.5
519,2021-04-01,MTTO COMPUTO,1.0,2267.8
520,2021-04-01,TELEFONO,1.0,0.0
521,2021-04-01,COMISION BANCARIA,1.0,367.73
522,2021-04-01,COMISION BANCARIA,1.0,2105.91
523,2021-04-01,NO DEDUCIBLE,1.0,3867.9
524,2021-04-01,GASOLINA,1.0,500.0
525,2021-04-01,COMISION BANCARIA,1.0,228.08
526,2021-04-01,VALES DESPENSA,1.0,4102.55
527,2021-04-01,MTTO TRANSPORTE,1.0,240.0
528,2021-04-01,SEGUROS,1.0,0.0
529,2021-04-01,ENERGIA ELECTRICA,1.0,0.0
530,2021-04-01,PAPELERIA,1.0,2668.0
531,2021-04-01,CAPACITACION,1.0,0.0
532,2021-04-01,COMISION BANCARIA,1.0,94.71
533,2021-04-01,NO DEDUCIBLE,1.0,525.0
534,2021-04-01,SUELDOS VENTAS,1.0,23283.72
535,2021-04-01,PEAJES,1.0,191.0
536,2021-04-01,NO DEDUCIBLE,1.0,1366.75
537,2021-04-01,SUELDOS PRODUCCION,1.0,7030.45
538,2021-04-01,PEAJES,1.0,270.0
539,2021-04-01,MAQUILAS GIC,1.0,4000.0
540,2021-04-01,IMSS/INFONAVIT,1.0,8816.42
541,2021-04-01,TELEFONO,1.0,3238.9
542,2021-04-01,GERENCIA ADMON,1.0,28600.0
543,2021-04-01,COMISION BANCARIA,1.0,192.34
544,2021-04-01,PEAJES,1.0,18.0
545,2021-04-01,SUELDOS PRODUCCION,1.0,24352.14
546,2021-04-01,PAQUETERIA,1.0,1766.38
547,2021-04-01,COMISION BANCARIA,1.0,125.86
548,2021-04-01,COMISION BANCARIA,1.0,0.0
549,2021-04-01,COMISION BANCARIA,1.0,22015.75
550,2021-04-01,GASOLINA,1.0,17321.04
551,2021-05-01,GASOLINA,1.0,400.0
552,2021-05-01,ARRENDAMIENTO FINANCIERO,1.0,6439.6
553,2021-05-01,ARRENDAMIENTO FINANCIERO,1.0,6440.3
554,2021-05-01,COMISION BANCARIA,1.0,568.4
555,2021-05-01,COMISION BANCARIA,1.0,313.2
556,2021-05-01,COMISION BANCARIA,1.0,0.0
557,2021-05-01,MENSAJERIA,1.0,1680.0
558,2021-05-01,PEAJES,1.0,258.0
559,2021-05-01,GASOLINA,1.0,100.0
560,2021-05-01,HONORARIOS CONTABLES,1.0,4766.66
561,2021-05-01,COMISION BANCARIA,1.0,145.25
562,2021-05-01,TELEFONO,1.0,2723.56
563,2021-05-01,TELEFONO,1.0,549.01
564,2021-05-01,MTTO TRANSPORTE,1.0,2530.01
565,2021-05-01,MTTO COMPUTO,1.0,417.6
566,2021-05-01,NO DEDUCIBLE,1.0,299.42
567,2021-05-01,NO DEDUCIBLE,1.0,99.0
568,2021-05-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
569,2021-05-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
570,2021-05-01,SUELDOS PRODUCCION,1.0,-26111.69
571,2021-05-01,COMISION BANCARIA,1.0,0.0
572,2021-05-01,COMISION BANCARIA,20.1822,0.0
573,2021-05-01,MTTO COMPUTO,1.0,2900.0
574,2021-05-01,MTTO COMPUTO,1.0,2320.0
575,2021-05-01,COMISION BANCARIA,1.0,71.06
576,2021-05-01,MTTO TRANSPORTE,1.0,480.01
577,2021-05-01,COMISION BANCARIA,1.0,0.0
578,2021-05-01,COMISION BANCARIA,1.0,84.85
579,2021-05-01,PAQUETERIA,1.0,129.67
580,2021-05-01,MTTO COMPUTO,1.0,313.2
581,2021-05-01,MONITOREO CAMARAS ADT,1.0,1400.65
582,2021-05-01,SUELDOS VENTAS,1.0,25791.95
583,2021-05-01,GASOLINA,1.0,116.0
584,2021-05-01,SUELDOS PRODUCCION,1.0,7608.22
585,2021-05-01,PAQUETERIA,1.0,1737.56
586,2021-05-01,SUELDOS PRODUCCION,1.0,26408.74
587,2021-05-01,CAPACITACION,1.0,11600.0
588,2021-05-01,PAQUETERIA,1.0,0.0
589,2021-05-01,MONITOREO CAMARAS ADT,1.0,0.0
590,2021-05-01,SUSCRIPCIONES,1.0,150.25
591,2021-05-01,GASOLINA,1.0,100.0
592,2021-05-01,GASOLINA,1.0,927.01
593,2021-05-01,NO DEDUCIBLE,1.0,1480.7
594,2021-05-01,NO DEDUCIBLE,1.0,1973.0
595,2021-05-01,NO DEDUCIBLE,1.0,1952.2
596,2021-05-01,NO DEDUCIBLE,1.0,138.01
597,2021-05-01,GASOLINA,1.0,938.73
598,2021-05-01,TELEFONO,1.0,0.0
599,2021-05-01,MENSAJERIA,1.0,1680.0
600,2021-05-01,CAPACITACION,1.0,6349.2
601,2021-05-01,MTTO COMPUTO,1.0,367.72
602,2021-05-01,GASOLINA,1.0,15494.16
603,2021-05-01,PAPELERIA,1.0,259.0
604,2021-05-01,ALIMENTOS,1.0,45.0
605,2021-05-01,SUELDOS DIRECCION,1.0,58652.76
606,2021-05-01,CAPACITACION,1.0,0.0
607,2021-05-01,PAQUETERIA,1.0,0.0
608,2021-05-01,PAPELERIA,1.0,954.49
609,2021-05-01,TELEFONO,1.0,279.01
610,2021-05-01,PAQUETERIA,1.0,129.67
611,2021-05-01,SUELDOS VENTAS,1.0,25696.26
612,2021-05-01,ENERGIA ELECTRICA,1.0,5967.09
613,2021-05-01,SUSCRIPCIONES,1.0,269.0
614,2021-05-01,SUELDOS PRODUCCION,1.0,7608.22
615,2021-05-01,MTTO COMPUTO,1.0,2900.0
616,2021-05-01,MTTO TRANSPORTE,1.0,1078.8
617,2021-05-01,PAQUETERIA,1.0,736.78
618,2021-05-01,SUELDOS PRODUCCION,1.0,26259.98
619,2021-05-01,PAQUETERIA,1.0,0.0
620,2021-05-01,SUELDOS VENTAS,1.0,12947.0
621,2021-05-01,GERENCIA ADMON,1.0,28600.0
622,2021-05-01,ALIMENTOS,1.0,399.0
623,2021-05-01,DERECHOS,1.0,994.0
624,2021-05-01,PAQUETERIA,1.0,0.0
625,2021-05-01,MENSAJERIA,1.0,0.0
626,2021-05-01,RENTA COPIADORA,1.0,2320.0
627,2021-05-01,COMISION BANCARIA,1.0,232.0
628,2021-05-01,HONORARIOS PM,1.0,3480.0
629,2021-05-01,SUELDOS VENTAS,1.0,25622.16
630,2021-05-01,SUELDOS PRODUCCION,1.0,8972.55
631,2021-05-01,MAQUILAS GIC,1.0,17806.0
632,2021-05-01,SANITIZACION,1.0,2262.0
633,2021-05-01,PAQUETERIA,1.0,4456.15
634,2021-05-01,SUELDOS PRODUCCION,1.0,26047.26
635,2021-05-01,CALIBRACIONES,1.0,6960.0
636,2021-05-01,MAQUINARIA,1.0,139189.8
637,2021-05-01,MAQUINARIA,1.0,218153.0
638,2021-05-01,TELEFONO,1.0,0.0
639,2021-05-01,SUELDOS PRODUCCION,1.0,2592.45
640,2021-05-01,CAPACITACION,1.0,6349.2
641,2021-05-01,MAQUINARIA,19.95,163.98
642,2021-05-01,HONORARIOS PM,1.0,0.0
643,2021-05-01,TELEFONO,1.0,2126.5
644,2021-05-01,MTTO COMPUTO,1.0,2267.8
645,2021-05-01,NO DEDUCIBLE,1.0,611.2
646,2021-05-01,TELEFONO,1.0,0.0
647,2021-05-01,COMISION BANCARIA,1.0,1202.53
648,2021-05-01,COMISION BANCARIA,1.0,0.0
649,2021-05-01,VALES DESPENSA,1.0,4224.83
650,2021-05-01,MTTO TRANSPORTE,1.0,4349.96
651,2021-05-01,ENERGIA ELECTRICA,1.0,0.0
652,2021-05-01,CAPACITACION,1.0,0.0
653,2021-05-01,CALIBRACIONES,1.0,11484.0
654,2021-05-01,MAQUINARIA,1.0,56248.75
655,2021-05-01,IMSS/INFONAVIT,1.0,16475.24
656,2021-05-01,PAQUETERIA,1.0,0.0
657,2021-05-01,TELEFONO,1.0,0.0
658,2021-05-01,TELEFONO,1.0,0.0
659,2021-05-01,SUELDOS VENTAS,1.0,23025.47
660,2021-05-01,NO DEDUCIBLE,1.0,2214.5
661,2021-05-01,NO DEDUCIBLE,1.0,1563.2
662,2021-05-01,RENTA COPIADORA,1.0,0.0
663,2021-05-01,SUELDOS PRODUCCION,1.0,10802.07
664,2021-05-01,MAQUINARIA,1.0,0.0
665,2021-05-01,PAQUETERIA,1.0,1957.63
666,2021-05-01,SUELDOS PRODUCCION,1.0,27058.53
667,2021-05-01,PEAJES,1.0,252.0
668,2021-05-01,PEAJES,1.0,87.0
669,2021-05-01,PEAJES,1.0,131.0
670,2021-05-01,PEAJES,1.0,34.0
671,2021-05-01,PEAJES,1.0,644.0
672,2021-05-01,MTTO COMPUTO,1.0,2900.0
673,2021-05-01,SEGUROS,1.0,0.0
674,2021-05-01,TELEFONO,1.0,3238.9
675,2021-05-01,TELEFONO,1.0,-231.07
676,2021-05-01,SEGUROS,1.0,7398.25
677,2021-05-01,GERENCIA ADMON,1.0,28600.0
678,2021-05-01,SUELDOS PRODUCCION,1.0,2453.14
679,2021-05-01,COMISION BANCARIA,1.0,0.0
680,2021-06-01,NO DEDUCIBLE,1.0,1248.0
681,2021-06-01,COMISION BANCARIA,1.0,568.4
682,2021-06-01,COMISION BANCARIA,1.0,243.6
683,2021-06-01,COMISION BANCARIA,1.0,0.0
684,2021-06-01,CALIBRACIONES,1.0,2204.0
685,2021-06-01,PAQUETERIA,1.0,0.0
686,2021-06-01,ARRENDAMIENTO FINANCIERO,1.0,6439.6
687,2021-06-01,ARRENDAMIENTO FINANCIERO,1.0,6440.3
688,2021-06-01,PAPELERIA,1.0,150.0
689,2021-06-01,PAPELERIA,1.0,3201.6
690,2021-06-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
691,2021-06-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
692,2021-06-01,SUELDOS VENTAS,1.0,18787.98
693,2021-06-01,SUELDOS PRODUCCION,1.0,9943.51
694,2021-06-01,COMISION BANCARIA,1.0,0.0
695,2021-06-01,COMISION BANCARIA,19.9293,0.0
696,2021-06-01,COMISION BANCARIA,1.0,0.0
697,2021-06-01,MTTO COMPUTO,1.0,580.0
698,2021-06-01,PAQUETERIA,1.0,1050.7
699,2021-06-01,PAQUETERIA,1.0,0.0
700,2021-06-01,SUELDOS PRODUCCION,1.0,23317.66
701,2021-06-01,MAQUILAS,1.0,8120.0
702,2021-06-01,MTTO COMPUTO,1.0,417.6
703,2021-06-01,NO DEDUCIBLE,1.0,244.3
704,2021-06-01,NO DEDUCIBLE,1.0,169.0
705,2021-06-01,NO DEDUCIBLE,1.0,99.0
706,2021-06-01,MENSAJERIA,1.0,0.0
707,2021-06-01,ALIMENTOS,1.0,399.0
708,2021-06-01,DERECHOS,1.0,38.0
709,2021-06-01,DERECHOS,1.0,2015.0
710,2021-06-01,DERECHOS,1.0,1815.0
711,2021-06-01,DERECHOS,1.0,1829.0
712,2021-06-01,MTTO COMPUTO,1.0,7018.0
713,2021-06-01,MTTO COMPUTO,1.0,1522.5
714,2021-06-01,TELEFONO,1.0,2723.56
715,2021-06-01,TELEFONO,1.0,549.01
716,2021-06-01,CAPACITACION,1.0,11600.0
717,2021-06-01,HONORARIOS CONTABLES,1.0,4766.66
718,2021-06-01,GASOLINA,1.0,22724.77
719,2021-06-01,PAPELERIA,1.0,338.41
720,2021-06-01,PAPELERIA,1.0,366.68
721,2021-06-01,MTTO COMPUTO,1.0,313.2
722,2021-06-01,DERECHOS,1.0,782.0
723,2021-06-01,MTTO COMPUTO,1.0,367.72
724,2021-06-01,HONORARIOS PM,1.0,9280.0
725,2021-06-01,HONORARIOS PM,1.0,4303.36
726,2021-06-01,MONITOREO CAMARAS ADT,1.0,1400.65
727,2021-06-01,MONITOREO CAMARAS ADT,1.0,0.0
728,2021-06-01,SUELDOS VENTAS,1.0,24275.0
729,2021-06-01,SUELDOS PRODUCCION,1.0,10802.07
730,2021-06-01,CAPACITACION,1.0,6349.2
731,2021-06-01,PAQUETERIA,1.0,5189.11
732,2021-06-01,SUELDOS PRODUCCION,1.0,26243.48
733,2021-06-01,SUELDOS PRODUCCION,1.0,13948.12
734,2021-06-01,NO DEDUCIBLE,1.0,2336.05
735,2021-06-01,NO DEDUCIBLE,1.0,956.25
736,2021-06-01,SUELDOS DIRECCION,1.0,46745.55
737,2021-06-01,NO DEDUCIBLE,1.0,351.99
738,2021-06-01,TELEFONO,1.0,270.16
739,2021-06-01,NO DEDUCIBLE,1.0,33.5
740,2021-06-01,NO DEDUCIBLE,1.0,791.15
741,2021-06-01,NO DEDUCIBLE,1.0,379.0
742,2021-06-01,ENERGIA ELECTRICA,1.0,5936.66
743,2021-06-01,CAPACITACION,1.0,0.0
744,2021-06-01,SEGUROS,1.0,0.0
745,2021-06-01,RENTA COPIADORA,1.0,2320.0
746,2021-06-01,PAPELERIA,1.0,150.0
747,2021-06-01,PAQUETERIA,1.0,0.0
748,2021-06-01,HONORARIOS PM,1.0,3480.0
749,2021-06-01,GERENCIA ADMON,1.0,24786.65
750,2021-06-01,UNIFORME,1.0,615.0
751,2021-06-01,HONORARIOS PM,1.0,0.0
752,2021-06-01,SUELDOS VENTAS,1.0,24937.02
753,2021-06-01,SUELDOS PRODUCCION,1.0,10802.07
754,2021-06-01,DERECHOS,1.0,823.36
755,2021-06-01,MTTO COMPUTO,1.0,2900.0
756,2021-06-01,MTTO COMPUTO,1.0,2668.0
757,2021-06-01,PAQUETERIA,1.0,1630.35
758,2021-06-01,SUELDOS PRODUCCION,1.0,26886.18
759,2021-06-01,PAQUETERIA,1.0,129.68
760,2021-06-01,TELEFONO,1.0,0.0
761,2021-06-01,PAQUETERIA,1.0,0.0
762,2021-06-01,PEAJES,1.0,218.0
763,2021-06-01,PEAJES,1.0,36.0
764,2021-06-01,PEAJES,1.0,276.0
765,2021-06-01,MAQUILAS,1.0,0.0
766,2021-06-01,SEGUROS,1.0,0.0
767,2021-06-01,DERECHOS,1.0,1009.0
768,2021-06-01,TELEFONO,1.0,2126.5
769,2021-06-01,MTTO COMPUTO,1.0,2267.8
770,2021-06-01,SUELDOS VENTAS,1.0,24527.96
771,2021-06-01,RENTA COPIADORA,1.0,0.0
772,2021-06-01,SUELDOS PRODUCCION,1.0,10324.95
773,2021-06-01,PAQUETERIA,1.0,2908.29
774,2021-06-01,TELEFONO,1.0,0.0
775,2021-06-01,TELEFONO,1.0,0.0
776,2021-06-01,SUELDOS PRODUCCION,1.0,25606.95
777,2021-06-01,PAQUETERIA,1.0,129.68
778,2021-06-01,TELEFONO,1.0,0.0
779,2021-06-01,ARRENDAMIENTO FINANCIERO,1.0,5901.64
780,2021-06-01,ARRENDAMIENTO FINANCIERO,1.0,5901.64
781,2021-06-01,NO DEDUCIBLE,1.0,80.0
782,2021-06-01,NO DEDUCIBLE,1.0,3686.0
783,2021-06-01,NO DEDUCIBLE,1.0,1968.7
784,2021-06-01,ENERGIA ELECTRICA,1.0,0.0
785,2021-06-01,CAPACITACION,1.0,6349.2
786,2021-06-01,PAQUETERIA,1.0,0.0
787,2021-06-01,VALES DESPENSA,1.0,4224.83
788,2021-06-01,SUELDOS PRODUCCION,1.0,2074.92
789,2021-06-01,NO DEDUCIBLE,1.0,256.0
790,2021-06-01,MTTO LOCAL,1.0,179.8
791,2021-06-01,MTTO LOCAL,1.0,454.3
792,2021-06-01,MTTO MAQUINARIA,1.0,7540.0
793,2021-06-01,UNIFORME,1.0,19743.2
794,2021-06-01,PAQUETERIA,1.0,129.68
795,2021-06-01,GASOLINA,1.0,923.33
796,2021-06-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
797,2021-06-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
798,2021-06-01,IMSS/INFONAVIT,1.0,8910.02
799,2021-06-01,TELEFONO,1.0,3238.9
800,2021-06-01,GERENCIA ADMON,1.0,28600.0
801,2021-06-01,CAPACITACION,1.0,0.0
802,2021-06-01,PAQUETERIA,1.0,0.0
803,2021-06-01,COMISION BANCARIA,1.0,0.0
804,2021-06-01,COMISION BANCARIA,1.0,23403.66
805,2021-06-01,GASOLINA,1.0,17670.88
806,2021-07-01,PAQUETERIA,1.0,0.0
807,2021-07-01,PAQUETERIA,1.0,0.0
808,2021-07-01,MAQUILAS,1.0,42510.8
809,2021-07-01,ARRENDAMIENTO FINANCIERO,1.0,6439.6
810,2021-07-01,ARRENDAMIENTO FINANCIERO,1.0,6440.3
811,2021-07-01,SUELDOS VENTAS,1.0,22617.72
812,2021-07-01,SUELDOS PRODUCCION,1.0,10366.72
813,2021-07-01,PAQUETERIA,1.0,1699.04
814,2021-07-01,MTTO COMPUTO,1.0,1200.19
815,2021-07-01,SUELDOS PRODUCCION,1.0,21894.49
816,2021-07-01,MAQUILAS,1.0,0.0
817,2021-07-01,NO DEDUCIBLE,1.0,117.81
818,2021-07-01,COMISION BANCARIA,1.0,568.4
819,2021-07-01,COMISION BANCARIA,1.0,261.0
820,2021-07-01,COMISION BANCARIA,1.0,0.0
821,2021-07-01,MTTO LOCAL,1.0,177.3
822,2021-07-01,MTTO LOCAL,1.0,63.2
823,2021-07-01,CAPACITACION,1.0,34800.0
824,2021-07-01,DERECHOS,1.0,168.04
825,2021-07-01,CAPACITACION,1.0,11600.0
826,2021-07-01,COMISION BANCARIA,1.0,0.0
827,2021-07-01,COMISION BANCARIA,19.9062,0.0
828,2021-07-01,NO DEDUCIBLE,1.0,99.0
829,2021-07-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
830,2021-07-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
831,2021-07-01,MAQUINARIA,1.0,46400.0
832,2021-07-01,COMISION BANCARIA,1.0,0.0
833,2021-07-01,MTTO COMPUTO,1.0,25728.8
834,2021-07-01,CAPACITACION,1.0,0.0
835,2021-07-01,MTTO COMPUTO,1.0,730.8
836,2021-07-01,ALIMENTOS,1.0,399.0
837,2021-07-01,HONORARIOS CONTABLES,1.0,4766.66
838,2021-07-01,MTTO COMPUTO,1.0,1160.0
839,2021-07-01,TRANSPORTE,1.0,22.0
840,2021-07-01,TELEFONO,1.0,549.01
841,2021-07-01,TELEFONO,1.0,2723.56
842,2021-07-01,CAPACITACION,1.0,800.0
843,2021-07-01,MTTO LOCAL,1.0,663.19
844,2021-07-01,SUELDOS PRODUCCION,1.0,11094.14
845,2021-07-01,PAPELERIA,1.0,826.2
846,2021-07-01,PAQUETERIA,1.0,1853.58
847,2021-07-01,SUELDOS PRODUCCION,1.0,24206.81
848,2021-07-01,SUELDOS PRODUCCION,1.0,2074.92
849,2021-07-01,SUELDOS PRODUCCION,1.0,-2074.92
850,2021-07-01,MTTO COMPUTO,1.0,367.72
851,2021-07-01,MONITOREO CAMARAS ADT,1.0,1400.65
852,2021-07-01,SUELDOS VENTAS,1.0,24937.08
853,2021-07-01,TELEFONO,1.0,0.0
854,2021-07-01,MENSAJERIA,1.0,277.41
855,2021-07-01,MONITOREO CAMARAS ADT,1.0,0.0
856,2021-07-01,SUELDOS DIRECCION,1.0,72498.12
857,2021-07-01,PEAJES,1.0,368.0
858,2021-07-01,TELEFONO,1.0,270.16
859,2021-07-01,NO DEDUCIBLE,1.0,2202.75
860,2021-07-01,NO DEDUCIBLE,1.0,1814.4
861,2021-07-01,ENERGIA ELECTRICA,1.0,5538.72
862,2021-07-01,UNIFORME,1.0,5261.76
863,2021-07-01,SUELDOS VENTAS,1.0,66483.24
864,2021-07-01,SUELDOS PRODUCCION,1.0,10802.07
865,2021-07-01,ALIMENTOS,1.0,900.0
866,2021-07-01,MTTO COMPUTO,1.0,2818.8
867,2021-07-01,GERENCIA ADMON,1.0,28600.0
868,2021-07-01,NO DEDUCIBLE,1.0,90.0
869,2021-07-01,PAQUETERIA,1.0,1972.75
870,2021-07-01,MTTO MAQUINARIA,1.0,928.0
871,2021-07-01,SUELDOS PRODUCCION,1.0,25676.13
872,2021-07-01,PAQUETERIA,1.0,134.73
873,2021-07-01,RENTA COPIADORA,1.0,2320.0
874,2021-07-01,RENTA COPIADORA,1.0,580.0
875,2021-07-01,GASOLINA,1.0,22724.77
876,2021-07-01,UNIFORME,1.0,617.25
877,2021-07-01,GASOLINA,1.0,750.18
878,2021-07-01,TELEFONO,1.0,0.0
879,2021-07-01,PAQUETERIA,1.0,0.0
880,2021-07-01,SEGUROS,1.0,37176.66
881,2021-07-01,SUSCRIPCIONES,1.0,8352.0
882,2021-07-01,ALIMENTOS,1.0,620.0
883,2021-07-01,GASOLINA,1.0,995.0
884,2021-07-01,DERECHOS,1.0,990.0
885,2021-07-01,PAQUETERIA,1.0,770.69
886,2021-07-01,HONORARIOS PF,1.0,17400.0
887,2021-07-01,SUELDOS VENTAS,1.0,25213.28
888,2021-07-01,SUELDOS PRODUCCION,1.0,10802.07
889,2021-07-01,PAQUETERIA,1.0,1244.72
890,2021-07-01,PAQUETERIA,1.0,490.58
891,2021-07-01,SUELDOS PRODUCCION,1.0,26338.27
892,2021-07-01,CAPACITACION,1.0,0.0
893,2021-07-01,IMSS/INFONAVIT,1.0,17574.74
894,2021-07-01,PAQUETERIA,1.0,0.0
895,2021-07-01,TELEFONO,1.0,0.0
896,2021-07-01,TELEFONO,1.0,0.0
897,2021-07-01,TELEFONO,1.0,2126.5
898,2021-07-01,TELEFONO,1.0,0.0
899,2021-07-01,HONORARIOS PF,1.0,0.0
900,2021-07-01,MTTO COMPUTO,1.0,2267.8
901,2021-07-01,MAQUINARIA,20.02,81.22
902,2021-07-01,ENERGIA ELECTRICA,1.0,0.0
903,2021-07-01,SUSCRIPCIONES,1.0,0.0
904,2021-07-01,ARRENDAMIENTO FINANCIERO,1.0,7747.66
905,2021-07-01,ARRENDAMIENTO FINANCIERO,1.0,7747.66
906,2021-07-01,MTTO COMPUTO,1.0,330.0
907,2021-07-01,VALES DESPENSA,1.0,4224.83
908,2021-07-01,PAQUETERIA,1.0,416.39
909,2021-07-01,MAQUILAS,1.0,25521.87
910,2021-07-01,MTTO LOCAL,1.0,328.7
911,2021-07-01,SUELDOS VENTAS,1.0,21278.22
912,2021-07-01,NO DEDUCIBLE,1.0,258.25
913,2021-07-01,NO DEDUCIBLE,1.0,1673.15
914,2021-07-01,RENTA COPIADORA,1.0,0.0
915,2021-07-01,SUELDOS PRODUCCION,1.0,9914.94
916,2021-07-01,IMSS/INFONAVIT,1.0,16549.94
917,2021-07-01,TELEFONO,1.0,3315.97
918,2021-07-01,PAQUETERIA,1.0,2030.47
919,2021-07-01,SUELDOS PRODUCCION,1.0,23011.52
920,2021-07-01,PAQUETERIA,1.0,0.0
921,2021-07-01,SEGUROS,1.0,0.0
922,2021-07-01,GERENCIA ADMON,1.0,28600.0
923,2021-07-01,PAQUETERIA,1.0,700.9
924,2021-07-01,PAQUETERIA,1.0,0.0
925,2021-07-01,COMISION BANCARIA,1.0,23214.44
926,2021-07-01,COMISION BANCARIA,1.0,0.0
927,2021-07-01,GASOLINA,1.0,15734.18
928,2021-08-01,COMISION BANCARIA,1.0,853.76
929,2021-08-01,COMISION BANCARIA,1.0,174.0
930,2021-08-01,COMISION BANCARIA,1.0,0.0
931,2021-08-01,ARRENDAMIENTO FINANCIERO,1.0,6439.6
932,2021-08-01,ARRENDAMIENTO FINANCIERO,1.0,6440.3
933,2021-08-01,PAQUETERIA,1.0,619.75
934,2021-08-01,PAPELERIA,1.0,1038.2
935,2021-08-01,UNIFORME,1.0,40.05
936,2021-08-01,CAPACITACION,1.0,11600.0
937,2021-08-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
938,2021-08-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
939,2021-08-01,COMISION BANCARIA,1.0,0.0
940,2021-08-01,COMISION BANCARIA,19.8455,0.0
941,2021-08-01,COMISION BANCARIA,1.0,0.0
942,2021-08-01,MTTO COMPUTO,1.0,417.6
943,2021-08-01,MENSAJERIA,1.0,0.0
944,2021-08-01,HONORARIOS CONTABLES,1.0,4766.66
945,2021-08-01,TELEFONO,1.0,2666.99
946,2021-08-01,TELEFONO,1.0,549.01
947,2021-08-01,NO DEDUCIBLE,1.0,488.68
948,2021-08-01,MTTO LOCAL,1.0,1196.6
949,2021-08-01,SUELDOS VENTAS,1.0,25622.21
950,2021-08-01,NO DEDUCIBLE,1.0,422.85
951,2021-08-01,NO DEDUCIBLE,1.0,906.45
952,2021-08-01,ALIMENTOS,1.0,399.0
953,2021-08-01,SUELDOS PRODUCCION,1.0,10802.07
954,2021-08-01,PAQUETERIA,1.0,538.92
955,2021-08-01,PAQUETERIA,1.0,0.0
956,2021-08-01,TRANSPORTE,1.0,22.0
957,2021-08-01,SUELDOS PRODUCCION,1.0,28705.19
958,2021-08-01,MTTO COMPUTO,1.0,313.2
959,2021-08-01,MONITOREO CAMARAS ADT,1.0,1498.7
960,2021-08-01,MONITOREO CAMARAS ADT,1.0,0.0
961,2021-08-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
962,2021-08-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
963,2021-08-01,ALIMENTOS,1.0,228.0
964,2021-08-01,IMSS/INFONAVIT,1.0,17898.38
965,2021-08-01,MTTO COMPUTO,1.0,367.72
966,2021-08-01,UNIFORME,1.0,0.0
967,2021-08-01,TELEFONO,1.0,0.0
968,2021-08-01,SUELDOS VENTAS,1.0,24517.2
969,2021-08-01,NO DEDUCIBLE,1.0,1367.45
970,2021-08-01,SUELDOS DIRECCION,1.0,65590.19
971,2021-08-01,RENTA COPIADORA,1.0,2676.7
972,2021-08-01,SUELDOS PRODUCCION,1.0,10617.04
973,2021-08-01,PAQUETERIA,1.0,1459.97
974,2021-08-01,SUELDOS PRODUCCION,1.0,29008.47
975,2021-08-01,ENERGIA ELECTRICA,1.0,6183.94
976,2021-08-01,GERENCIA ADMON,1.0,26693.32
977,2021-08-01,TELEFONO,1.0,245.41
978,2021-08-01,SUELDOS PRODUCCION,1.0,4455.06
979,2021-08-01,ALIMENTOS,1.0,152.0
980,2021-08-01,PAQUETERIA,1.0,0.0
981,2021-08-01,MTTO TRANSPORTE,1.0,1540.0
982,2021-08-01,SANITIZACION,1.0,1126.48
983,2021-08-01,ARRENDAMIENTO LOCAL,1.0,24786.66
984,2021-08-01,PAQUETERIA,1.0,129.67
985,2021-08-01,PAPELERIA,1.0,69.0
986,2021-08-01,HONORARIOS PM,1.0,3480.0
987,2021-08-01,SANITIZACION,1.0,1219.1
988,2021-08-01,MTTO TRANSPORTE,1.0,3480.0
989,2021-08-01,HONORARIOS PM,1.0,3480.0
990,2021-08-01,HONORARIOS PM,1.0,0.0
991,2021-08-01,SUELDOS PRODUCCION,1.0,4194.39
992,2021-08-01,SUELDOS PRODUCCION,1.0,14984.43
993,2021-08-01,PAQUETERIA,1.0,0.0
994,2021-08-01,SUELDOS VENTAS,1.0,25696.39
995,2021-08-01,SUELDOS PRODUCCION,1.0,10802.07
